Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
MainLicense_missionKnifeSubtitle,Quest,Challenge Info,,,Kill 20 elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で20つのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀元素型殭尸20个,使用限定武器或工具擊殺元素型殭屍20個,
MainLicense_missionKnife_1Name,Quest,Challenge Info,,,Knife license examination (2),,,,,,ナイフ免許試験（2）,,,,,,刀具类的证照考试(2),刀具類的證照考試(2),
MainLicense_missionKnife_1Offer,Quest,Challenge Info,,,"If you want to obtain a Knife license, you must pass the test. The test is divided into three stages, and the certificate will be issued after all are completed.",,,,,,ナイフライセンスを取得したい場合は、試験に合格する必要があります。試験は3段階に分かれており、すべてが完了すると証明書が発行されます。,,,,,,想取得刀具类证照必须先通过考试，考试分为三阶段，全部完成后即颁發证书。,想取得刀具類證照必須先通過考試，考試分為三階段，全部完成後即頒發證書。,
MainLicense_missionKnife_1Subtitle,Quest,Challenge Info,,,Kill 10 leader-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で10つのリーダーレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀领导级元素型殭尸10个,使用限定武器或工具擊殺領導級元素型殭屍10個,
MainLicense_missionKnife_2Name,Quest,Challenge Info,,,Knife license examination (3),,,,,,ナイフ免許試験（3）,,,,,,刀具类的证照考试(3),刀具類的證照考試(3),
MainLicense_missionKnife_2Offer,Quest,Challenge Info,,,"If you want to obtain a Knife license, you must pass the test. The test is divided into three stages, and the certificate will be issued after all are completed.",,,,,,ナイフライセンスを取得したい場合は、試験に合格する必要があります。試験は3段階に分かれており、すべてが完了すると証明書が発行されます。,,,,,,想取得刀具类证照必须先通过考试，考试分为三阶段，全部完成后即颁發证书。,想取得刀具類證照必須先通過考試，考試分為三階段，全部完成後即頒發證書。,
MainLicense_missionKnife_2Subtitle,Quest,Challenge Info,,,Kill 5 boss-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で5つのBossレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀Boss级元素型殭尸5个,使用限定武器或工具擊殺Boss級元素型殭屍5個,
requirementGroupMissionKnife,Quest,Requirement Group,,,"Use Bone Knife, Hunting Knife, Candy Cane Knife, Machete",,,,,,"Use Bone Knife, Hunting Knife, Candy Cane Knife, Machete",,,,,,"Use Bone Knife, Hunting Knife, Candy Cane Knife, Machete","Use Bone Knife, Hunting Knife, Candy Cane Knife, Machete",

MainLicense_missionClubName,Quest,Challenge Info,,,Club license examination (1),,,,,,棍棒免許試験（1）,,,,,,棒类的证照考试(1),棒類的證照考試(1),
MainLicense_missionClubOffer,Quest,Challenge Info,,,"If you want to obtain a Club license, you must pass the test. The test is divided into three stages, and the certificate will be issued after all are completed.",,,,,,棍棒ライセンスを取得したい場合は、試験に合格する必要があります。試験は3段階に分かれており、すべてが完了すると証明書が発行されます。,,,,,,想取得棒类证照必须先通过考试，考试分为三阶段，全部完成后即颁發证书。,想取得棒類證照必須先通過考試，考試分為三階段，全部完成後即頒發證書。,
MainLicense_missionClubSubtitle,Quest,Challenge Info,,,Kill 20 elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で20つのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀元素型殭尸20个,使用限定武器或工具擊殺元素型殭屍20個,
MainLicense_missionClub_1Name,Quest,Challenge Info,,,Club license examination (2),,,,,,棍棒免許試験（2）,,,,,,棒类的证照考试(2),棒類的證照考試(2),
MainLicense_missionClub_1Offer,Quest,Challenge Info,,,"If you want to obtain a Club license, you must pass the test. The test is divided into three stages, and the certificate will be issued after all are completed.",,,,,,棍棒ライセンスを取得したい場合は、試験に合格する必要があります。試験は3段階に分かれており、すべてが完了すると証明書が発行されます。,,,,,,想取得棒类证照必须先通过考试，考试分为三阶段，全部完成后即颁發证书。,想取得棒類證照必須先通過考試，考試分為三階段，全部完成後即頒發證書。,
MainLicense_missionClub_1Subtitle,Quest,Challenge Info,,,Kill 10 leader-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で10つのリーダーレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀领导级元素型殭尸10个,使用限定武器或工具擊殺領導級元素型殭屍10個,
MainLicense_missionClub_2Name,Quest,Challenge Info,,,Club license examination (3),,,,,,棍棒免許試験（3）,,,,,,棒类的证照考试(3),棒類的證照考試(3),
MainLicense_missionClub_2Offer,Quest,Challenge Info,,,"If you want to obtain a Club license, you must pass the test. The test is divided into three stages, and the certificate will be issued after all are completed.",,,,,,棍棒ライセンスを取得したい場合は、試験に合格する必要があります。試験は3段階に分かれており、すべてが完了すると証明書が発行されます。,,,,,,想取得棒类证照必须先通过考试，考试分为三阶段，全部完成后即颁發证书。,想取得棒類證照必須先通過考試，考試分為三階段，全部完成後即頒發證書。,
MainLicense_missionClub_2Subtitle,Quest,Challenge Info,,,Kill 5 boss-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で5つのBossレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀Boss级元素型殭尸5个,使用限定武器或工具擊殺Boss級元素型殭屍5個,
requirementGroupMissionClub,Quest,Requirement Group,,,"Use Wooden Club, Baseball Bat, Candy Cane Club, Steel Club, Stun Baton",,,,,,"Use Wooden Club, Baseball Bat, Candy Cane Club, Steel Club, Stun Baton",,,,,,"Use Wooden Club, Baseball Bat, Candy Cane Club, Steel Club, Stun Baton","Use Wooden Club, Baseball Bat, Candy Cane Club, Steel Club, Stun Baton",

MainLicense_missionSpearName,Quest,Challenge Info,,,Spear license examination (1),,,,,,槍免許試験（1）,,,,,,矛类的证照考试(1),矛類的證照考試(1),
MainLicense_missionSpearOffer,Quest,Challenge Info,,,"If you want to obtain a Spear license, you must pass the test. The test is divided into three stages, and the certificate will be issued after all are completed.",,,,,,槍ライセンスを取得したい場合は、試験に合格する必要があります。試験は3段階に分かれており、すべてが完了すると証明書が発行されます。,,,,,,想取得矛类证照必须先通过考试，考试分为三阶段，全部完成后即颁發证书。,想取得矛類證照必須先通過考試，考試分為三階段，全部完成後即頒發證書。,
MainLicense_missionSpearSubtitle,Quest,Challenge Info,,,Kill 20 elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で20つのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀元素型殭尸20个,使用限定武器或工具擊殺元素型殭屍20個,
MainLicense_missionSpear_1Name,Quest,Challenge Info,,,Spear license examination (2),,,,,,槍免許試験（2）,,,,,,矛类的证照考试(2),矛類的證照考試(2),
MainLicense_missionSpear_1Offer,Quest,Challenge Info,,,"If you want to obtain a Spear license, you must pass the test. The test is divided into three stages, and the certificate will be issued after all are completed.",,,,,,槍ライセンスを取得したい場合は、試験に合格する必要があります。試験は3段階に分かれており、すべてが完了すると証明書が発行されます。,,,,,,想取得矛类证照必须先通过考试，考试分为三阶段，全部完成后即颁發证书。,想取得矛類證照必須先通過考試，考試分為三階段，全部完成後即頒發證書。,
MainLicense_missionSpear_1Subtitle,Quest,Challenge Info,,,Kill 10 leader-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で10つのリーダーレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀领导级元素型殭尸10个,使用限定武器或工具擊殺領導級元素型殭屍10個,
MainLicense_missionSpear_2Name,Quest,Challenge Info,,,Spear license examination (3),,,,,,槍免許試験（3）,,,,,,矛类的证照考试(3),矛類的證照考試(3),
MainLicense_missionSpear_2Offer,Quest,Challenge Info,,,"If you want to obtain a Spear license, you must pass the test. The test is divided into three stages, and the certificate will be issued after all are completed.",,,,,,槍ライセンスを取得したい場合は、試験に合格する必要があります。試験は3段階に分かれており、すべてが完了すると証明書が発行されます。,,,,,,想取得矛类证照必须先通过考试，考试分为三阶段，全部完成后即颁發证书。,想取得矛類證照必須先通過考試，考試分為三階段，全部完成後即頒發證書。,
MainLicense_missionSpear_2Subtitle,Quest,Challenge Info,,,Kill 5 boss-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で5つのBossレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀Boss级元素型殭尸5个,使用限定武器或工具擊殺Boss級元素型殭屍5個,
requirementGroupMissionSpear,Quest,Requirement Group,,,"Use Stone Spear, Iron Spear, Steel Spear",,,,,,"Use Stone Spear, Iron Spear, Steel Spear",,,,,,"Use Stone Spear, Iron Spear, Steel Spear","Use Stone Spear, Iron Spear, Steel Spear",

MainLicense_missionHammerName,Quest,Challenge Info,,,Hammer license examination (1),,,,,,ハンマー免許試験（1）,,,,,,鎚类的证照考试(1),鎚類的證照考試(1),
MainLicense_missionHammerOffer,Quest,Challenge Info,,,"If you want to obtain a Hammer license, you must pass the test. The test is divided into three stages, and the certificate will be issued after all are completed.",,,,,,ハンマーライセンスを取得したい場合は、試験に合格する必要があります。試験は3段階に分かれており、すべてが完了すると証明書が発行されます。,,,,,,想取得鎚类证照必须先通过考试，考试分为三阶段，全部完成后即颁發证书。,想取得鎚類證照必須先通過考試，考試分為三階段，全部完成後即頒發證書。,
MainLicense_missionHammerSubtitle,Quest,Challenge Info,,,Kill 20 elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で20つのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀元素型殭尸20个,使用限定武器或工具擊殺元素型殭屍20個,
MainLicense_missionHammer_1Name,Quest,Challenge Info,,,Hammer license examination (2),,,,,,ハンマー免許試験（2）,,,,,,鎚类的证照考试(2),鎚類的證照考試(2),
MainLicense_missionHammer_1Offer,Quest,Challenge Info,,,"If you want to obtain a Hammer license, you must pass the test. The test is divided into three stages, and the certificate will be issued after all are completed.",,,,,,ハンマーライセンスを取得したい場合は、試験に合格する必要があります。試験は3段階に分かれており、すべてが完了すると証明書が発行されます。,,,,,,想取得鎚类证照必须先通过考试，考试分为三阶段，全部完成后即颁發证书。,想取得鎚類證照必須先通過考試，考試分為三階段，全部完成後即頒發證書。,
MainLicense_missionHammer_1Subtitle,Quest,Challenge Info,,,Kill 10 leader-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で10つのリーダーレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀领导级元素型殭尸10个,使用限定武器或工具擊殺領導級元素型殭屍10個,
MainLicense_missionHammer_2Name,Quest,Challenge Info,,,Hammer license examination (3),,,,,,ハンマー免許試験（3）,,,,,,鎚类的证照考试(3),鎚類的證照考試(3),
MainLicense_missionHammer_2Offer,Quest,Challenge Info,,,"If you want to obtain a Hammer license, you must pass the test. The test is divided into three stages, and the certificate will be issued after all are completed.",,,,,,ハンマーライセンスを取得したい場合は、試験に合格する必要があります。試験は3段階に分かれており、すべてが完了すると証明書が発行されます。,,,,,,想取得鎚类证照必须先通过考试，考试分为三阶段，全部完成后即颁發证书。,想取得鎚類證照必須先通過考試，考試分為三階段，全部完成後即頒發證書。,
MainLicense_missionHammer_2Subtitle,Quest,Challenge Info,,,Kill 5 boss-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で5つのBossレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀Boss级元素型殭尸5个,使用限定武器或工具擊殺Boss級元素型殭屍5個,
requirementGroupMissionHammer,Quest,Requirement Group,,,"Use Stone Sledgehammer, Iron Sledgehammer, Steel Sledgehammer",,,,,,"Use Stone Sledgehammer, Iron Sledgehammer, Steel Sledgehammer",,,,,,"Use Stone Sledgehammer, Iron Sledgehammer, Steel Sledgehammer","Use Stone Sledgehammer, Iron Sledgehammer, Steel Sledgehammer",

MainLicense_missionKnucklesName,Quest,Challenge Info,,,Fist weapon license examination (1),,,,,,ボクシング武器免許試験（1）,,,,,,拳械类的证照考试(1),拳械類的證照考試(1),
MainLicense_missionKnucklesOffer,Quest,Challenge Info,,,"If you want to obtain a Fist weapon license, you must pass the test. The test is divided into three stages, and the certificate will be issued after all are completed.",,,,,,ボクシング武器ライセンスを取得したい場合は、試験に合格する必要があります。試験は3段階に分かれており、すべてが完了すると証明書が発行されます。,,,,,,想取得拳械类证照必须先通过考试，考试分为三阶段，全部完成后即颁發证书。,想取得拳械類證照必須先通過考試，考試分為三階段，全部完成後即頒發證書。,
MainLicense_missionKnucklesSubtitle,Quest,Challenge Info,,,Kill 20 elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で20つのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀元素型殭尸20个,使用限定武器或工具擊殺元素型殭屍20個,
MainLicense_missionKnuckles_1Name,Quest,Challenge Info,,,Fist weapon license examination (2),,,,,,ボクシング武器免許試験（2）,,,,,,拳械类的证照考试(2),拳械類的證照考試(2),
MainLicense_missionKnuckles_1Offer,Quest,Challenge Info,,,"If you want to obtain a Fist weapon license, you must pass the test. The test is divided into three stages, and the certificate will be issued after all are completed.",,,,,,ボクシング武器ライセンスを取得したい場合は、試験に合格する必要があります。試験は3段階に分かれており、すべてが完了すると証明書が発行されます。,,,,,,想取得拳械类证照必须先通过考试，考试分为三阶段，全部完成后即颁發证书。,想取得拳械類證照必須先通過考試，考試分為三階段，全部完成後即頒發證書。,
MainLicense_missionKnuckles_1Subtitle,Quest,Challenge Info,,,Kill 10 leader-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で10つのリーダーレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀领导级元素型殭尸10个,使用限定武器或工具擊殺領導級元素型殭屍10個,
MainLicense_missionKnuckles_2Name,Quest,Challenge Info,,,Fist weapon license examination (3),,,,,,ボクシング武器免許試験（3）,,,,,,拳械类的证照考试(3),拳械類的證照考試(3),
MainLicense_missionKnuckles_2Offer,Quest,Challenge Info,,,"If you want to obtain a Fist weapon license, you must pass the test. The test is divided into three stages, and the certificate will be issued after all are completed.",,,,,,ボクシング武器ライセンスを取得したい場合は、試験に合格する必要があります。試験は3段階に分かれており、すべてが完了すると証明書が発行されます。,,,,,,想取得拳械类证照必须先通过考试，考试分为三阶段，全部完成后即颁發证书。,想取得拳械類證照必須先通過考試，考試分為三階段，全部完成後即頒發證書。,
MainLicense_missionKnuckles_2Subtitle,Quest,Challenge Info,,,Kill 5 boss-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で5つのBossレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀Boss级元素型殭尸5个,使用限定武器或工具擊殺Boss級元素型殭屍5個,
requirementGroupMissionKnuckles,Quest,Requirement Group,,,"Use Knuckle Wraps, Iron Knuckles, Steel Knuckles",,,,,,"Use Knuckle Wraps, Iron Knuckles, Steel Knuckles",,,,,,"Use Knuckle Wraps, Iron Knuckles, Steel Knuckles","Use Knuckle Wraps, Iron Knuckles, Steel Knuckles",

SkillLicense_missionPistolName,Quest,Challenge Info,,,Enhanced Skill Certificate Examination for Pistols,,,,,,ピストル関連の強化スキル認定試験,,,,,,手枪类的强化技能证考试,手槍類的強化技能證考試,
SkillLicense_missionPistolOffer,Quest,Challenge Info,,,This type of skill certificate is randomly given after completing the mission.\nThere is no guarantee that you will get a skill certificate!,,,,,,このタイプのスキル証明書は、ミッションの完了後にランダムに付与されます。\nスキル証明書を取得できる保証はありません。,,,,,,该类别技能证在完成任务后，随机给予。\n不保证一定拿到技能证！,該類別技能證在完成任務後，隨機給予。\n不保證一定拿到技能證！,
SkillLicense_missionPistolSubtitle,Quest,Challenge Info,,,Kill 10 boss-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で10つのBossレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀Boss级元素型殭尸10个,使用限定武器或工具擊殺Boss級元素型殭屍10個,
SkillLicense_missionShotgunName,Quest,Challenge Info,,,Enhanced Skill Certificate Examination for Shotgun,,,,,,ショットガン関連の強化スキル認定試験,,,,,,霰弹枪类的强化技能证考试,霰彈槍類的強化技能證考試,
SkillLicense_missionShotgunOffer,Quest,Challenge Info,,,This type of skill certificate is randomly given after completing the mission.\nThere is no guarantee that you will get a skill certificate!,,,,,,このタイプのスキル証明書は、ミッションの完了後にランダムに付与されます。\nスキル証明書を取得できる保証はありません。,,,,,,该类别技能证在完成任务后，随机给予。\n不保证一定拿到技能证！,該類別技能證在完成任務後，隨機給予。\n不保證一定拿到技能證！,
SkillLicense_missionShotgunSubtitle,Quest,Challenge Info,,,Kill 10 boss-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で10つのBossレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀Boss级元素型殭尸10个,使用限定武器或工具擊殺Boss級元素型殭屍10個,
SkillLicense_missionSniperRifleName,Quest,Challenge Info,,,Enhanced Skill Certificate Examination for Sniper rifle,,,,,,スナイパーライフル関連の強化スキル認定試験,,,,,,狙击枪类的强化技能证考试,狙擊槍類的強化技能證考試,
SkillLicense_missionSniperRifleOffer,Quest,Challenge Info,,,This type of skill certificate is randomly given after completing the mission.\nThere is no guarantee that you will get a skill certificate!,,,,,,このタイプのスキル証明書は、ミッションの完了後にランダムに付与されます。\nスキル証明書を取得できる保証はありません。,,,,,,该类别技能证在完成任务后，随机给予。\n不保证一定拿到技能证！,該類別技能證在完成任務後，隨機給予。\n不保證一定拿到技能證！,
SkillLicense_missionSniperRifleSubtitle,Quest,Challenge Info,,,Kill 10 boss-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で10つのBossレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀Boss级元素型殭尸10个,使用限定武器或工具擊殺Boss級元素型殭屍10個,
SkillLicense_missionMachineGunName,Quest,Challenge Info,,,Enhanced Skill Certificate Examination for Machine gun,,,,,,マシンガン関連の強化スキル認定試験,,,,,,机枪类的强化技能证考试,機槍類的強化技能證考試,
SkillLicense_missionMachineGunOffer,Quest,Challenge Info,,,This type of skill certificate is randomly given after completing the mission.\nThere is no guarantee that you will get a skill certificate!,,,,,,このタイプのスキル証明書は、ミッションの完了後にランダムに付与されます。\nスキル証明書を取得できる保証はありません。,,,,,,该类别技能证在完成任务后，随机给予。\n不保证一定拿到技能证！,該類別技能證在完成任務後，隨機給予。\n不保證一定拿到技能證！,
SkillLicense_missionMachineGunSubtitle,Quest,Challenge Info,,,Kill 10 boss-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で10つのBossレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀Boss级元素型殭尸10个,使用限定武器或工具擊殺Boss級元素型殭屍10個,
SkillLicense_missionProjectorName,Quest,Challenge Info,,,Enhanced Skill Certificate Examination for Launcher,,,,,,ランチャー関連の強化スキル認定試験,,,,,,發射器类的强化技能证考试,發射器類的強化技能證考試,
SkillLicense_missionProjectorOffer,Quest,Challenge Info,,,This type of skill certificate is randomly given after completing the mission.\nThere is no guarantee that you will get a skill certificate!,,,,,,このタイプのスキル証明書は、ミッションの完了後にランダムに付与されます。\nスキル証明書を取得できる保証はありません。,,,,,,该类别技能证在完成任务后，随机给予。\n不保证一定拿到技能证！,該類別技能證在完成任務後，隨機給予。\n不保證一定拿到技能證！,
SkillLicense_missionProjectorSubtitle,Quest,Challenge Info,,,Kill 10 boss-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で10つのBossレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀Boss级元素型殭尸10个,使用限定武器或工具擊殺Boss級元素型殭屍10個,
SkillLicense_missionBowName,Quest,Challenge Info,,,Enhanced Skill Certificate Examination for Bow,,,,,,弓関連の強化スキル認定試験,,,,,,弓类的强化技能证考试,弓類的強化技能證考試,
SkillLicense_missionBowOffer,Quest,Challenge Info,,,This type of skill certificate is randomly given after completing the mission.\nThere is no guarantee that you will get a skill certificate!,,,,,,このタイプのスキル証明書は、ミッションの完了後にランダムに付与されます。\nスキル証明書を取得できる保証はありません。,,,,,,该类别技能证在完成任务后，随机给予。\n不保证一定拿到技能证！,該類別技能證在完成任務後，隨機給予。\n不保證一定拿到技能證！,
SkillLicense_missionBowSubtitle,Quest,Challenge Info,,,Kill 10 boss-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で10つのBossレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀Boss级元素型殭尸10个,使用限定武器或工具擊殺Boss級元素型殭屍10個,
SkillLicense_missionBotName,Quest,Challenge Info,,,Enhanced Skill Certificate Examination for Automatic machine,,,,,,自動機関連の強化スキル認定試験,,,,,,自动机器类的强化技能证考试,自動機器類的強化技能證考試,
SkillLicense_missionBotOffer,Quest,Challenge Info,,,This type of skill certificate is randomly given after completing the mission.\nThere is no guarantee that you will get a skill certificate!,,,,,,このタイプのスキル証明書は、ミッションの完了後にランダムに付与されます。\nスキル証明書を取得できる保証はありません。,,,,,,该类别技能证在完成任务后，随机给予。\n不保证一定拿到技能证！,該類別技能證在完成任務後，隨機給予。\n不保證一定拿到技能證！,
SkillLicense_missionBotSubtitle,Quest,Challenge Info,,,Kill 10 boss-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で10つのBossレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀Boss级元素型殭尸10个,使用限定武器或工具擊殺Boss級元素型殭屍10個,
SkillLicense_missionRepairToolName,Quest,Challenge Info,,,Enhanced Skill Certificate Examination for Repair tool,,,,,,修復ツール関連の強化スキル認定試験,,,,,,修理工具类的强化技能证考试,修理工具類的強化技能證考試,
SkillLicense_missionRepairToolOffer,Quest,Challenge Info,,,This type of skill certificate is randomly given after completing the mission.\nThere is no guarantee that you will get a skill certificate!,,,,,,このタイプのスキル証明書は、ミッションの完了後にランダムに付与されます。\nスキル証明書を取得できる保証はありません。,,,,,,该类别技能证在完成任务后，随机给予。\n不保证一定拿到技能证！,該類別技能證在完成任務後，隨機給予。\n不保證一定拿到技能證！,
SkillLicense_missionRepairToolSubtitle,Quest,Challenge Info,,,Repair the specified tool,,,,,,指定されたツールを修復します,,,,,,修復指定的道具,修復指定的道具,
SkillLicense_missionCollectionToolName,Quest,Challenge Info,,,Enhanced Skill Certificate Examination for Collection tool,,,,,,収集ツール関連の強化スキル認定試験,,,,,,採集工具类的强化技能证考试,採集工具類的強化技能證考試,
SkillLicense_missionCollectionToolOffer,Quest,Challenge Info,,,This type of skill certificate is randomly given after completing the mission.\nThere is no guarantee that you will get a skill certificate!,,,,,,このタイプのスキル証明書は、ミッションの完了後にランダムに付与されます。\nスキル証明書を取得できる保証はありません。,,,,,,该类别技能证在完成任务后，随机给予。\n不保证一定拿到技能证！,該類別技能證在完成任務後，隨機給予。\n不保證一定拿到技能證！,
SkillLicense_missionCollectionToolSubtitle,Quest,Challenge Info,,,Collect specified items,,,,,,指定アイテムを集める,,,,,,採集指定的项目,採集指定的項目,
SkillLicense_missionKnifeName,Quest,Challenge Info,,,Enhanced Skill Certificate Examination for Knife,,,,,,ナイフ関連の強化スキル認定試験,,,,,,刀具类的强化技能证考试,刀具類的強化技能證考試,
SkillLicense_missionKnifeOffer,Quest,Challenge Info,,,This type of skill certificate is randomly given after completing the mission.\nThere is no guarantee that you will get a skill certificate!,,,,,,このタイプのスキル証明書は、ミッションの完了後にランダムに付与されます。\nスキル証明書を取得できる保証はありません。,,,,,,该类别技能证在完成任务后，随机给予。\n不保证一定拿到技能证！,該類別技能證在完成任務後，隨機給予。\n不保證一定拿到技能證！,
SkillLicense_missionKnifeSubtitle,Quest,Challenge Info,,,Kill 10 boss-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で10つのBossレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀Boss级元素型殭尸10个,使用限定武器或工具擊殺Boss級元素型殭屍10個,
SkillLicense_missionClubName,Quest,Challenge Info,,,Enhanced Skill Certificate Examination for Club,,,,,,棍棒関連の強化スキル認定試験,,,,,,棒类的强化技能证考试,棒類的強化技能證考試,
SkillLicense_missionClubOffer,Quest,Challenge Info,,,This type of skill certificate is randomly given after completing the mission.\nThere is no guarantee that you will get a skill certificate!,,,,,,このタイプのスキル証明書は、ミッションの完了後にランダムに付与されます。\nスキル証明書を取得できる保証はありません。,,,,,,该类别技能证在完成任务后，随机给予。\n不保证一定拿到技能证！,該類別技能證在完成任務後，隨機給予。\n不保證一定拿到技能證！,
SkillLicense_missionClubSubtitle,Quest,Challenge Info,,,Kill 10 boss-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で10つのBossレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀Boss级元素型殭尸10个,使用限定武器或工具擊殺Boss級元素型殭屍10個,
SkillLicense_missionSpearName,Quest,Challenge Info,,,Enhanced Skill Certificate Examination for Spear,,,,,,槍関連の強化スキル認定試験,,,,,,矛类的强化技能证考试,矛類的強化技能證考試,
SkillLicense_missionSpearOffer,Quest,Challenge Info,,,This type of skill certificate is randomly given after completing the mission.\nThere is no guarantee that you will get a skill certificate!,,,,,,このタイプのスキル証明書は、ミッションの完了後にランダムに付与されます。\nスキル証明書を取得できる保証はありません。,,,,,,该类别技能证在完成任务后，随机给予。\n不保证一定拿到技能证！,該類別技能證在完成任務後，隨機給予。\n不保證一定拿到技能證！,
SkillLicense_missionSpearSubtitle,Quest,Challenge Info,,,Kill 10 boss-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で10つのBossレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀Boss级元素型殭尸10个,使用限定武器或工具擊殺Boss級元素型殭屍10個,
SkillLicense_missionHammerName,Quest,Challenge Info,,,Enhanced Skill Certificate Examination for Hammer,,,,,,ハンマー関連の強化スキル認定試験,,,,,,鎚类的强化技能证考试,鎚類的強化技能證考試,
SkillLicense_missionHammerOffer,Quest,Challenge Info,,,This type of skill certificate is randomly given after completing the mission.\nThere is no guarantee that you will get a skill certificate!,,,,,,このタイプのスキル証明書は、ミッションの完了後にランダムに付与されます。\nスキル証明書を取得できる保証はありません。,,,,,,该类别技能证在完成任务后，随机给予。\n不保证一定拿到技能证！,該類別技能證在完成任務後，隨機給予。\n不保證一定拿到技能證！,
SkillLicense_missionHammerSubtitle,Quest,Challenge Info,,,Kill 10 boss-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で10つのBossレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀Boss级元素型殭尸10个,使用限定武器或工具擊殺Boss級元素型殭屍10個,
SkillLicense_missionKnucklesName,Quest,Challenge Info,,,Enhanced Skill Certificate Examination for Fist weapon,,,,,,ボクシング武器関連の強化スキル認定試験,,,,,,拳械类的强化技能证考试,拳械類的強化技能證考試,
SkillLicense_missionKnucklesOffer,Quest,Challenge Info,,,This type of skill certificate is randomly given after completing the mission.\nThere is no guarantee that you will get a skill certificate!,,,,,,このタイプのスキル証明書は、ミッションの完了後にランダムに付与されます。\nスキル証明書を取得できる保証はありません。,,,,,,该类别技能证在完成任务后，随机给予。\n不保证一定拿到技能证！,該類別技能證在完成任務後，隨機給予。\n不保證一定拿到技能證！,
SkillLicense_missionKnucklesSubtitle,Quest,Challenge Info,,,Kill 10 boss-level elemental zombies with limited weapons or tools,,,,,,限られた武器や道具で10つのBossレベルのエレメンタルゾンビを倒す,,,,,,使用限定武器或工具击杀Boss级元素型殭尸10个,使用限定武器或工具擊殺Boss級元素型殭屍10個,

QCmission_ChiefOfPoliceName,Quest,Challenge Info,,,Challenge the arrogant police chief,,,,,,傲慢な警察署長に挑戦する,,,,,,讨伐蛮横霸道的警察局局长,討伐蠻橫霸道的警察局局長,
